"LAT","LON","ship_type","SHIPNAME","DATETIME","ship_type_and_name","DIFFERENCE","ID","DISTANCE","TIME"
59.86867,30.22017,"Cargo",". PRINCE OF WAVES",2016-12-14 11:01:04,"Cargo . PRINCE OF WAVES",120,2363,NA,NA
59.86983,30.21433,"Cargo",". PRINCE OF WAVES",2016-12-14 10:59:05,"Cargo . PRINCE OF WAVES",118,2364,350.956493889483,119
59.91917,30.01335,"Cargo","AALDERDIJK",2016-12-20 08:53:04,"Cargo AALDERDIJK",119,2391,NA,NA
59.91565,30.0305,"Cargo","AALDERDIJK",2016-12-20 08:51:04,"Cargo AALDERDIJK",119,2392,1034.0645789009,120
55.71969,20.8096,"Cargo","ADAMAS",2016-12-14 22:57:06,"Cargo ADAMAS",NA,3649,NA,NA
55.72534,20.85354,"Cargo","ADAMAS",2016-12-14 22:55:06,"Cargo ADAMAS",120,3650,2825.71735188401,120
59.91283,30.04498,"Cargo","ADASTRA",2016-12-20 10:25:03,"Cargo ADASTRA",120,3910,NA,NA
59.90572,30.08003,"Cargo","ADASTRA",2016-12-20 10:17:04,"Cargo ADASTRA",479,3911,2110.27201085269,479
55.7167,21.10772,"Cargo","ADELE",2016-12-15 05:25:07,"Cargo ADELE",119,7963,NA,NA
55.72617,21.08768,"Cargo","ADELE",2016-12-15 05:19:06,"Cargo ADELE",361,7964,1640.11914332526,361
57.6565,11.75017,"Cargo","ADELINA D",2016-12-15 16:05:06,"Cargo ADELINA D",120,8010,NA,NA
57.6635,11.77983,"Cargo","ADELINA D",2016-12-15 16:03:05,"Cargo ADELINA D",121,8011,1930.49406858018,121
55.73155,20.86157,"Cargo","AFRICAN CENDANA",2016-12-17 08:05:06,"Cargo AFRICAN CENDANA",120,10515,NA,NA
55.73175,20.84616,"Cargo","AFRICAN CENDANA",2016-12-17 08:03:06,"Cargo AFRICAN CENDANA",120,10516,966.164973735507,120
55.73736,20.80092,"Cargo","AFRICAN GROUSE",2016-12-17 02:35:06,"Cargo AFRICAN GROUSE",120,11686,NA,NA
55.11497,19.95943,"Cargo","AFRICAN GROUSE",2016-12-16 19:15:03,"Cargo AFRICAN GROUSE",26403,11687,87325.4411972053,26403
54.68866,20.21182,"Cargo","AFRICAN MAGNOLIA",2016-12-17 13:39:03,"Cargo AFRICAN MAGNOLIA",240,15820,NA,NA
54.68829,20.21381,"Cargo","AFRICAN MAGNOLIA",2016-12-17 13:31:02,"Cargo AFRICAN MAGNOLIA",481,15821,134.508117262268,481
54.36469,18.66545,"Cargo","AGNETHE ARCTICA",2016-12-18 10:35:02,"Cargo AGNETHE ARCTICA",120,19949,NA,NA
54.36948,18.665,"Cargo","AGNETHE ARCTICA",2016-12-18 10:31:01,"Cargo AGNETHE ARCTICA",241,19950,534.018414156479,241
55.71589,21.10918,"Cargo","AGOT",2016-12-20 06:39:06,"Cargo AGOT",120,23385,NA,NA
55.7237,21.09678,"Cargo","AGOT",2016-12-20 06:33:06,"Cargo AGOT",360,23386,1166.33356462175,360
54.66873,19.80998,"Cargo","AKACIA",2016-12-16 11:41:02,"Cargo AKACIA",121,23498,NA,NA
54.46332,18.9992,"Cargo","AKACIA",2016-12-16 08:11:02,"Cargo AKACIA",12600,23499,57104.5007866035,12600
54.65045,19.86151,"Cargo","AKERDIJK",2016-12-20 11:07:04,"Cargo AKERDIJK",238,24173,NA,NA
54.65897,19.83891,"Cargo","AKERDIJK",2016-12-20 11:01:03,"Cargo AKERDIJK",361,24174,1737.16911465824,361
55.8785,20.8175,"Cargo","ALANA",2016-12-19 10:31:06,"Cargo ALANA",120,24181,NA,NA
55.86231,20.83628,"Cargo","ALANA",2016-12-19 10:29:05,"Cargo ALANA",121,24182,2150.34253114589,121
54.5491,18.98915,"Cargo","ALANA EVITA",2016-12-17 19:45:01,"Cargo ALANA EVITA",120,26607,NA,NA
54.66463,19.82511,"Cargo","ALANA EVITA",2016-12-17 16:43:03,"Cargo ALANA EVITA",10918,26608,55410.7859551471,10918
54.66798,18.93716,"Cargo","ALEXANDER B",2016-12-14 11:13:01,"Cargo ALEXANDER B",121,27926,NA,NA
54.68479,18.95132,"Cargo","ALEXANDER B",2016-12-14 11:11:01,"Cargo ALEXANDER B",120,27927,2081.42673970629,120
59.91301,30.04308,"Cargo","ALLEGRA",2016-12-16 21:43:06,"Cargo ALLEGRA",119,27949,NA,NA
59.90941,30.06115,"Cargo","ALLEGRA",2016-12-16 21:41:07,"Cargo ALLEGRA",118,27950,1085.17852610502,119
59.91543,30.03198,"Cargo","ALMENDRO",2016-12-20 08:57:04,"Cargo ALMENDRO",119,29737,NA,NA
59.91223,30.0483,"Cargo","ALMENDRO",2016-12-20 08:55:04,"Cargo ALMENDRO",119,29738,977.920028018804,120
57.60223,11.78932,"Cargo","AMANDA",2016-12-19 06:11:05,"Cargo AMANDA",121,31401,NA,NA
57.99846,11.75718,"Cargo","AMANDA",2016-12-18 15:25:04,"Cargo AMANDA",53161,31402,44149.3043213357,53161
55.70917,21.1208,"Cargo","AMATHUS",2016-12-15 09:39:07,"Cargo AMATHUS",121,32365,NA,NA
55.7091,21.12082,"Cargo","AMATHUS",2016-12-15 09:33:07,"Cargo AMATHUS",360,32366,7.892673790227,360
54.6685,19.80217,"Cargo","AMBAL",2016-12-20 08:55:03,"Cargo AMBAL",119,32406,NA,NA
55.176,19.87267,"Cargo","AMBAL",2016-12-20 02:13:03,"Cargo AMBAL",24120,32407,56674.3781440912,24120
54.63288,19.89483,"Cargo","AMBER SPIRIT",2016-12-19 15:33:03,"Cargo AMBER SPIRIT",120,33121,NA,NA
54.65795,19.84142,"Cargo","AMBER SPIRIT",2016-12-19 15:15:03,"Cargo AMBER SPIRIT",1080,33122,4429.92403631227,1080
54.64067,20.02383,"Cargo","AMELAND",2016-12-18 13:43:03,"Cargo AMELAND",124,34023,NA,NA
54.633,19.89367,"Cargo","AMELAND",2016-12-18 13:17:02,"Cargo AMELAND",1561,34024,8429.16353247522,1561
54.655,19.8496,"Cargo","AMERDIJK",2016-12-13 18:39:03,"Cargo AMERDIJK",119,34032,NA,NA
54.63272,19.89502,"Cargo","AMERDIJK",2016-12-13 18:37:03,"Cargo AMERDIJK",120,34033,3835.55578833081,120
57.93881,11.68675,"Cargo","ANDALUCIA STAR",2016-12-14 22:57:05,"Cargo ANDALUCIA STAR",121,34256,NA,NA
57.9162,11.63816,"Cargo","ANDALUCIA STAR",2016-12-14 22:55:05,"Cargo ANDALUCIA STAR",120,34257,3818.92077926203,120
55.7312,21.01329,"Cargo","ANETTA",2016-12-16 11:15:07,"Cargo ANETTA",119,34862,NA,NA
55.73262,20.98763,"Cargo","ANETTA",2016-12-16 11:13:06,"Cargo ANETTA",121,34863,1616.12330379409,121
54.78513,18.9612,"Cargo","ANGLIA SEAWAYS",2016-12-20 02:05:02,"Cargo ANGLIA SEAWAYS",120,35133,NA,NA
54.79479,18.94468,"Cargo","ANGLIA SEAWAYS",2016-12-20 02:03:01,"Cargo ANGLIA SEAWAYS",121,35134,1510.18230707738,121
55.70835,20.81501,"Cargo","ANGORA",2016-12-15 08:33:07,"Cargo ANGORA",119,38743,NA,NA
55.70655,20.80155,"Cargo","ANGORA",2016-12-15 08:31:06,"Cargo ANGORA",121,38744,867.658220689811,121
57.61167,11.6025,"Cargo","ANINA",2016-12-15 00:51:05,"Cargo ANINA",NA,38745,NA,NA
57.6115,11.634,"Cargo","ANINA",2016-12-15 00:49:05,"Cargo ANINA",120,38746,1878.40756238583,120
57.93012,11.67011,"Cargo","ANJELIERSGRACHT",2016-12-16 10:47:05,"Cargo ANJELIERSGRACHT",120,39228,NA,NA
57.94062,11.68803,"Cargo","ANJELIERSGRACHT",2016-12-16 10:45:05,"Cargo ANJELIERSGRACHT",120,39229,1577.25488444277,120
57.63334,11.69167,"Cargo","ANNAMARIE",2016-12-15 06:41:05,"Cargo ANNAMARIE",120,39722,NA,NA
57.61783,11.6745,"Cargo","ANNAMARIE",2016-12-15 06:39:05,"Cargo ANNAMARIE",120,39723,2007.09903882123,120
54.51431,18.99619,"Cargo","APL MERLION",2016-12-19 19:13:01,"Cargo APL MERLION",121,40186,NA,NA
54.7311,18.99907,"Cargo","APL MERLION",2016-12-19 18:01:02,"Cargo APL MERLION",4319,40187,24133.6662003012,4319
55.61112,20.80787,"Cargo","ARA ROTTERDAM",2016-12-14 19:23:06,"Cargo ARA ROTTERDAM",120,41355,NA,NA
55.00592,19.83046,"Cargo","ARA ROTTERDAM",2016-12-14 17:41:02,"Cargo ARA ROTTERDAM",6124,41356,91506.4336812321,6124
54.51316,18.98008,"Cargo","ARETHOUSA",2016-12-14 10:37:02,"Cargo ARETHOUSA",120,46296,NA,NA
54.52544,18.99381,"Cargo","ARETHOUSA",2016-12-14 10:35:02,"Cargo ARETHOUSA",120,46297,1629.6349024777,120
54.55957,18.5508,"Cargo","ARION",2016-12-17 09:11:07,"Cargo ARION",6600,46729,NA,NA
54.52898,18.55068,"Cargo","ARION",2016-12-17 07:27:07,"Cargo ARION",6240,46730,3405.27203973875,6240
57.61075,11.62227,"Cargo","ARK FORWARDER",2016-12-17 04:57:05,"Cargo ARK FORWARDER",120,47393,NA,NA
57.67988,11.81698,"Cargo","ARK FORWARDER",2016-12-14 02:29:07,"Cargo ARK FORWARDER",268078,47394,13920.1633069232,268078
57.94259,11.69145,"Cargo","ASIAN BREEZE",2016-12-13 14:29:05,"Cargo ASIAN BREEZE",121,47667,NA,NA
57.95189,11.70251,"Cargo","ASIAN BREEZE",2016-12-13 14:27:05,"Cargo ASIAN BREEZE",120,47668,1224.2184372048,120
57.91386,11.62603,"Cargo","ASIAN VISION",2016-12-16 20:33:05,"Cargo ASIAN VISION",119,47719,NA,NA
57.9181,11.60256,"Cargo","ASIAN VISION",2016-12-16 20:31:04,"Cargo ASIAN VISION",121,47720,1465.8211542629,121
54.52776,18.78247,"Cargo","ASKOE",2016-12-14 19:57:07,"Cargo ASKOE",115,48545,NA,NA
54.54969,18.81589,"Cargo","ASKOE",2016-12-14 19:55:01,"Cargo ASKOE",121,48546,3258.53754484997,126
57.655,11.7413,"Cargo","ASPEN",2016-12-16 04:02:20,"Cargo ASPEN",45,48805,NA,NA
57.64979,11.71182,"Cargo","ASPEN",2016-12-16 03:59:06,"Cargo ASPEN",194,48806,1849.19204823902,194
57.6118,11.62322,"Cargo","ASTRORUNNER",2016-12-20 04:39:13,"Cargo ASTRORUNNER",112,48970,NA,NA
57.60032,11.65497,"Cargo","ASTRORUNNER",2016-12-13 18:09:05,"Cargo ASTRORUNNER",556208,48971,2284.40804530965,556208
57.64611,11.70513,"Cargo","ATLANTIC CARTIER",2016-12-19 04:27:05,"Cargo ATLANTIC CARTIER",120,49677,NA,NA
57.63336,11.69312,"Cargo","ATLANTIC CARTIER",2016-12-19 04:25:06,"Cargo ATLANTIC CARTIER",119,49678,1589.51152682797,119
59.90889,30.06385,"Cargo","ATLANTIC NAVIGATORII",2016-12-17 14:37:04,"Cargo ATLANTIC NAVIGATORII",119,51696,NA,NA
59.91239,30.04606,"Cargo","ATLANTIC NAVIGATORII",2016-12-17 14:35:04,"Cargo ATLANTIC NAVIGATORII",119,51697,1066.57129895041,120
59.90658,30.22843,"Cargo","ATLANTIC RUNNER",2016-12-14 15:07:04,"Cargo ATLANTIC RUNNER",120,55848,NA,NA
59.90295,30.22353,"Cargo","ATLANTIC RUNNER",2016-12-14 15:05:05,"Cargo ATLANTIC RUNNER",118,55849,487.955308139916,119
54.62413,18.92408,"Cargo","ATROTOS HERACLES",2016-12-17 07:37:02,"Cargo ATROTOS HERACLES",120,56457,NA,NA
54.61001,18.91085,"Cargo","ATROTOS HERACLES",2016-12-17 07:35:01,"Cargo ATROTOS HERACLES",121,56458,1788.26495055165,121
59.91502,30.0328,"Cargo","AUTO BAY",2016-12-14 17:37:05,"Cargo AUTO BAY",118,58986,NA,NA
59.90988,30.05801,"Cargo","AUTO BAY",2016-12-14 17:35:04,"Cargo AUTO BAY",120,58987,1518.79684430855,121
59.90859,30.06578,"Cargo","AUTUMN WAVE",2016-12-19 09:33:04,"Cargo AUTUMN WAVE",120,59217,NA,NA
59.9051,30.08308,"Cargo","AUTUMN WAVE",2016-12-19 09:31:05,"Cargo AUTUMN WAVE",118,59218,1040.84858312292,119
59.9099,30.05861,"Cargo","AVELONA STAR",2016-12-17 02:51:04,"Cargo AVELONA STAR",119,65602,NA,NA
59.91263,30.04486,"Cargo","AVELONA STAR",2016-12-17 02:49:04,"Cargo AVELONA STAR",119,65603,825.359724235261,120
55.67568,21.14048,"Cargo","BALDER",2016-12-19 16:33:15,"Cargo BALDER",111,65679,NA,NA
55.66048,21.14977,"Cargo","BALDER",2016-12-19 16:25:06,"Cargo BALDER",489,65680,1789.7586280234,489
59.90739,30.07238,"Cargo","BALTIC HEATHER",2016-12-20 02:19:04,"Cargo BALTIC HEATHER",120,67431,NA,NA
59.9126,30.04639,"Cargo","BALTIC HEATHER",2016-12-20 02:17:04,"Cargo BALTIC HEATHER",119,67432,1562.1813362464,120
59.90835,30.06593,"Cargo","BALTIC PATRIOT",2016-12-18 05:49:03,"Cargo BALTIC PATRIOT",120,68989,NA,NA
59.91237,30.04677,"Cargo","BALTIC PATRIOT",2016-12-18 05:47:04,"Cargo BALTIC PATRIOT",119,68990,1159.19162748414,119
59.9075,30.07083,"Cargo","BALTIC PERFORMER",2016-12-13 15:33:04,"Cargo BALTIC PERFORMER",120,73620,NA,NA
59.91117,30.05283,"Cargo","BALTIC PERFORMER",2016-12-13 15:31:05,"Cargo BALTIC PERFORMER",118,73621,1084.51304422309,119
59.91264,30.04653,"Cargo","BALTIC PIONEER",2016-12-20 05:05:04,"Cargo BALTIC PIONEER",119,73775,NA,NA
59.91522,30.03235,"Cargo","BALTIC PIONEER",2016-12-20 05:03:05,"Cargo BALTIC PIONEER",118,73776,841.81614635484,119
59.90331,30.22391,"Cargo","BALTIC PRIME",2016-12-18 15:53:04,"Cargo BALTIC PRIME",119,75029,NA,NA
59.90751,30.22953,"Cargo","BALTIC PRIME",2016-12-18 15:51:04,"Cargo BALTIC PRIME",120,75030,563.031271099465,120
57.63161,11.68412,"Cargo","BALTICA",2016-12-19 14:49:05,"Cargo BALTICA",120,78530,NA,NA
57.6458,11.70329,"Cargo","BALTICA",2016-12-19 14:47:05,"Cargo BALTICA",120,78531,1949.33559775101,120
54.56953,18.84389,"Cargo","BALTICA HAV",2016-12-19 10:11:02,"Cargo BALTICA HAV",120,79481,NA,NA
54.57626,18.85364,"Cargo","BALTICA HAV",2016-12-19 10:09:01,"Cargo BALTICA HAV",121,79482,978.315204551399,121
54.98353,19.80258,"Cargo","BALTIYSK",2016-12-17 11:53:03,"Cargo BALTIYSK",119,79583,NA,NA
54.67425,19.80733,"Cargo","BALTIYSK",2016-12-17 10:03:03,"Cargo BALTIYSK",6600,79584,34430.2393251217,6600
54.50566,18.77121,"Cargo","BALTIYSKIY-202",2016-12-20 09:31:07,"Cargo BALTIYSKIY-202",114,80354,NA,NA
54.46891,18.71478,"Cargo","BALTIYSKIY-202",2016-12-20 09:11:07,"Cargo BALTIYSKIY-202",1195,80355,5481.89688442736,1200
59.9205,30.006,"Cargo","BARMBEK",2016-12-18 09:23:04,"Cargo BARMBEK",NA,84455,NA,NA
59.91767,30.02017,"Cargo","BARMBEK",2016-12-18 09:21:04,"Cargo BARMBEK",119,84456,851.08024583312,120
57.93184,11.67667,"Cargo","BBS SKY",2016-12-16 22:17:05,"Cargo BBS SKY",120,86129,NA,NA
57.94067,11.69033,"Cargo","BBS SKY",2016-12-16 22:15:05,"Cargo BBS SKY",120,86130,1271.94063767476,120
55.13744,19.81967,"Cargo","BEATA",2016-12-16 18:03:03,"Cargo BEATA",119,86202,NA,NA
54.6795,19.80137,"Cargo","BEATA",2016-12-16 15:31:02,"Cargo BEATA",9121,86203,50991.0976068189,9121
57.65701,11.75727,"Cargo","BEGONIA SEAWAYS",2016-12-18 13:17:05,"Cargo BEGONIA SEAWAYS",120,87269,NA,NA
57.65199,11.72603,"Cargo","BEGONIA SEAWAYS",2016-12-18 13:15:05,"Cargo BEGONIA SEAWAYS",120,87270,1942.71678639265,120
55.72531,21.0928,"Cargo","BEKAU",2016-12-16 18:27:07,"Cargo BEKAU",119,87661,NA,NA
55.71568,21.1116,"Cargo","BEKAU",2016-12-16 18:19:06,"Cargo BEKAU",481,87662,1593.30112791287,481
59.92099,30.00478,"Cargo","BELBEK",2016-12-15 10:09:05,"Cargo BELBEK",NA,87716,NA,NA
59.91674,30.02597,"Cargo","BELBEK",2016-12-15 10:07:04,"Cargo BELBEK",119,87717,1273.46590947794,121
54.38212,18.65497,"Cargo","BELIZIA",2016-12-13 13:33:02,"Cargo BELIZIA",120,89278,NA,NA
54.382,18.655,"Cargo","BELIZIA",2016-12-13 13:31:02,"Cargo BELIZIA",120,89279,13.4991796273842,120
59.90683,30.07483,"Cargo","BF CARTAGENA",2016-12-15 17:39:04,"Cargo BF CARTAGENA",119,89348,NA,NA
59.90217,30.09717,"Cargo","BF CARTAGENA",2016-12-15 17:37:05,"Cargo BF CARTAGENA",118,89349,1350.62060833795,119
59.8981,30.11638,"Cargo","BF FORTALEZA",2016-12-19 14:49:04,"Cargo BF FORTALEZA",119,91192,NA,NA
59.90128,30.1009,"Cargo","BF FORTALEZA",2016-12-19 14:47:04,"Cargo BF FORTALEZA",119,91193,933.914734458693,120
55.731,20.8115,"Cargo","BF VICTORIA",2016-12-16 20:51:06,"Cargo BF VICTORIA",120,91206,NA,NA
55.73117,20.83533,"Cargo","BF VICTORIA",2016-12-16 20:49:06,"Cargo BF VICTORIA",120,91207,1493.8207647946,120
57.67889,11.81503,"Cargo","BIRTHE BRES",2016-12-14 19:57:08,"Cargo BIRTHE BRES",117,93424,NA,NA
57.66332,11.77958,"Cargo","BIRTHE BRES",2016-12-14 19:55:05,"Cargo BIRTHE BRES",120,93425,2730.90748320524,123
55.71579,21.10976,"Cargo","BIRYUZA",2016-12-17 23:41:06,"Cargo BIRYUZA",121,95166,NA,NA
55.72635,21.08929,"Cargo","BIRYUZA",2016-12-17 23:31:06,"Cargo BIRYUZA",600,95167,1740.41571409746,600
55.73779,20.82914,"Cargo","BLUE CHIP",2016-12-15 16:41:07,"Cargo BLUE CHIP",119,95202,NA,NA
55.73701,20.85337,"Cargo","BLUE CHIP",2016-12-15 16:39:06,"Cargo BLUE CHIP",121,95203,1521.00822864841,121
59.90188,30.09837,"Cargo","BLUEBILL",2016-12-18 16:59:05,"Cargo BLUEBILL",118,97785,NA,NA
59.90444,30.08574,"Cargo","BLUEBILL",2016-12-18 16:57:04,"Cargo BLUEBILL",120,97786,760.455885521036,121
54.78593,18.98923,"Cargo","BOGDAN",2016-12-14 10:09:01,"Cargo BOGDAN",121,97838,NA,NA
54.38472,18.66143,"Cargo","BOGDAN",2016-12-14 02:51:02,"Cargo BOGDAN",26279,97839,49415.317785921,26279
55.7036,21.1275,"Cargo","BOMAR MOON",2016-12-15 05:17:06,"Cargo BOMAR MOON",120,101989,NA,NA
55.70339,21.12785,"Cargo","BOMAR MOON",2016-12-15 05:15:06,"Cargo BOMAR MOON",120,101990,32.0697407123641,120
59.90339,30.09083,"Cargo","BOMAR VALOUR",2016-12-18 14:37:04,"Cargo BOMAR VALOUR",120,104302,NA,NA
59.90634,30.07622,"Cargo","BOMAR VALOUR",2016-12-18 14:35:04,"Cargo BOMAR VALOUR",119,104303,879.161527039375,120
59.91208,30.04815,"Cargo","BOMAR VANQUISH",2016-12-13 18:41:04,"Cargo BOMAR VANQUISH",120,104316,NA,NA
59.90863,30.06465,"Cargo","BOMAR VANQUISH",2016-12-13 18:39:05,"Cargo BOMAR VANQUISH",118,104317,997.749500353372,119
59.90926,30.06262,"Cargo","BOREAS",2016-12-20 10:03:04,"Cargo BOREAS",119,104535,NA,NA
59.9026,30.09501,"Cargo","BOREAS",2016-12-20 09:55:04,"Cargo BOREAS",479,104536,1954.05100767905,480
55.73097,20.88806,"Cargo","BOTNIA SEAWAYS",2016-12-15 10:23:07,"Cargo BOTNIA SEAWAYS",119,106367,NA,NA
55.73257,20.92661,"Cargo","BOTNIA SEAWAYS",2016-12-15 10:21:07,"Cargo BOTNIA SEAWAYS",120,106368,2422.88613310341,120
55.72371,21.09603,"Cargo","BRIGGA",2016-12-15 22:27:07,"Cargo BRIGGA",239,107213,NA,NA
55.72816,21.07761,"Cargo","BRIGGA",2016-12-15 22:25:06,"Cargo BRIGGA",121,107214,1256.51571555802,121
59.90792,30.06747,"Cargo","BRIN NAVOLOK",2016-12-19 16:31:04,"Cargo BRIN NAVOLOK",128,107764,NA,NA
59.91186,30.04835,"Cargo","BRIN NAVOLOK",2016-12-19 16:25:04,"Cargo BRIN NAVOLOK",359,107765,1153.73169564158,360
54.50609,18.98727,"Cargo","CALISTO",2016-12-19 02:37:02,"Cargo CALISTO",119,108725,NA,NA
59.921,30.0035,"Cargo","CALISTO",2016-12-17 09:49:03,"Cargo CALISTO",146879,108726,894802.444721743,146879
57.94847,12.08942,"Cargo","CAROLINA",2016-12-20 08:37:07,"Cargo CAROLINA",118,109686,NA,NA
57.89535,12.03937,"Cargo","CAROLINA",2016-12-20 08:35:16,"Cargo CAROLINA",109,109687,6612.27038091129,111
54.52669,18.56057,"Cargo","CATHARINA SCHULTE",2016-12-16 12:57:07,"Cargo CATHARINA SCHULTE",121,112559,NA,NA
54.53396,18.55884,"Cargo","CATHARINA SCHULTE",2016-12-16 12:55:07,"Cargo CATHARINA SCHULTE",120,112560,816.971733484648,120
55.64794,21.16266,"Cargo","CEMISLE",2016-12-14 01:27:06,"Cargo CEMISLE",120,115083,NA,NA
55.65001,21.15734,"Cargo","CEMISLE",2016-12-14 01:05:06,"Cargo CEMISLE",1320,115084,405.913833537145,1320
55.82241,20.86578,"Cargo","CEMSOL",2016-12-18 15:35:06,"Cargo CEMSOL",121,115096,NA,NA
55.81088,20.8829,"Cargo","CEMSOL",2016-12-18 15:33:07,"Cargo CEMSOL",119,115097,1671.50326853927,119
59.90677,30.07293,"Cargo","CHARLOTTA B",2016-12-20 04:39:12,"Cargo CHARLOTTA B",112,116927,NA,NA
59.91285,30.04415,"Cargo","CHARLOTTA B",2016-12-20 04:35:03,"Cargo CHARLOTTA B",248,116928,1743.02528565388,249
59.91104,30.05359,"Cargo","CHAROITE",2016-12-20 08:57:04,"Cargo CHAROITE",119,116938,NA,NA
59.90694,30.07371,"Cargo","CHAROITE",2016-12-20 08:55:04,"Cargo CHAROITE",119,116939,1212.16129134736,120
59.9109,30.05385,"Cargo","CHRISTOPHER",2016-12-15 10:21:05,"Cargo CHRISTOPHER",119,118910,NA,NA
59.90701,30.07304,"Cargo","CHRISTOPHER",2016-12-15 10:19:04,"Cargo CHRISTOPHER",120,118911,1155.27623775145,121
57.62616,11.68129,"Cargo","CITY OF ROME",2016-12-15 04:29:06,"Cargo CITY OF ROME",120,120065,NA,NA
57.61467,11.66392,"Cargo","CITY OF ROME",2016-12-15 04:27:05,"Cargo CITY OF ROME",121,120066,1645.6804507862,121
59.91029,30.05716,"Cargo","CITY OF ROTTERDAM",2016-12-13 21:37:05,"Cargo CITY OF ROTTERDAM",119,120077,NA,NA
59.90517,30.08229,"Cargo","CITY OF ROTTERDAM",2016-12-13 21:35:05,"Cargo CITY OF ROTTERDAM",119,120078,1514.00724518494,120
59.91145,30.05126,"Cargo","CONMAR AVENUE",2016-12-15 01:15:05,"Cargo CONMAR AVENUE",119,120967,NA,NA
59.9152,30.03259,"Cargo","CONMAR AVENUE",2016-12-15 01:13:04,"Cargo CONMAR AVENUE",120,120968,1122.40622083922,121
55.67983,21.1375,"Cargo","CONTAINERSHIPS 6",2016-12-13 18:17:07,"Cargo CONTAINERSHIPS 6",120,121218,NA,NA
55.69683,21.12467,"Cargo","CONTAINERSHIPS 6",2016-12-13 18:11:07,"Cargo CONTAINERSHIPS 6",360,121219,2056.56449764007,360
55.75791,20.94193,"Cargo","CONTAINERSHIPS VII",2016-12-18 05:51:06,"Cargo CONTAINERSHIPS VII",120,121576,NA,NA
55.77592,20.91944,"Cargo","CONTAINERSHIPS VII",2016-12-18 05:49:05,"Cargo CONTAINERSHIPS VII",121,121577,2450.12414651174,121
59.91543,30.03143,"Cargo","DANUBE HIGHWAY",2016-12-15 17:23:05,"Cargo DANUBE HIGHWAY",118,121594,NA,NA
59.91272,30.04453,"Cargo","DANUBE HIGHWAY",2016-12-15 17:21:05,"Cargo DANUBE HIGHWAY",119,121595,790.836038419792,120
57.61215,11.66631,"Cargo","DANUBIA",2016-12-20 09:31:05,"Cargo DANUBIA",119,122050,NA,NA
57.65377,11.72674,"Cargo","DANUBIA",2016-12-20 09:11:05,"Cargo DANUBIA",1200,122051,5868.12005064412,1200
54.67177,19.80285,"Cargo","DELPHIS BOTHNIA",2016-12-18 06:51:02,"Cargo DELPHIS BOTHNIA",121,123692,NA,NA
59.91929,30.01159,"Cargo","DELPHIS BOTHNIA",2016-12-16 09:29:04,"Cargo DELPHIS BOTHNIA",163318,123693,845794.268978389,163318
55.72994,21.00316,"Cargo","DIJKSGRACHT",2016-12-18 13:13:06,"Cargo DIJKSGRACHT",120,125132,NA,NA
55.72404,21.02729,"Cargo","DIJKSGRACHT",2016-12-18 13:11:05,"Cargo DIJKSGRACHT",121,125133,1649.09638604876,121
54.68526,20.17245,"Cargo","DINTELBORG",2016-12-15 21:47:03,"Cargo DINTELBORG",120,128387,NA,NA
54.68567,20.22827,"Cargo","DINTELBORG",2016-12-15 21:31:03,"Cargo DINTELBORG",960,128388,3592.29915890973,960
54.73329,18.95905,"Cargo","DONGEBORG",2016-12-14 11:07:01,"Cargo DONGEBORG",120,134160,NA,NA
54.74545,18.9621,"Cargo","DONGEBORG",2016-12-14 11:05:01,"Cargo DONGEBORG",120,134161,1367.76214742204,120
54.69305,18.91599,"Cargo","DORNUM",2016-12-15 17:41:01,"Cargo DORNUM",121,134201,NA,NA
54.6854,18.9296,"Cargo","DORNUM",2016-12-15 17:39:01,"Cargo DORNUM",120,134202,1221.5149969885,120
57.60002,11.61614,"Cargo","DT BROSON",2016-12-15 08:33:06,"Cargo DT BROSON",720,135954,NA,NA
57.62032,11.80844,"Cargo","DT BROSON",2016-12-15 08:05:09,"Cargo DT BROSON",1677,135955,11687.634939924,1677
59.9155,30.03153,"Cargo","DURBAN STAR",2016-12-16 22:43:05,"Cargo DURBAN STAR",119,136121,NA,NA
59.91245,30.04652,"Cargo","DURBAN STAR",2016-12-16 22:41:04,"Cargo DURBAN STAR",120,136122,902.786298572201,121
54.53782,18.73003,"Cargo","E.R. TALLINN",2016-12-18 03:49:07,"Cargo E.R. TALLINN",115,139188,NA,NA
54.53731,18.75813,"Cargo","E.R. TALLINN",2016-12-18 03:47:06,"Cargo E.R. TALLINN",116,139189,1815.70171153739,121
59.9059,30.07702,"Cargo","E.R. VISBY",2016-12-20 04:09:04,"Cargo E.R. VISBY",126,139407,NA,NA
59.90855,30.06367,"Cargo","E.R. VISBY",2016-12-20 04:07:04,"Cargo E.R. VISBY",119,139408,801.409713364226,120
59.9085,30.066,"Cargo","EIRA",2016-12-19 14:49:04,"Cargo EIRA",119,139986,NA,NA
59.91333,30.043,"Cargo","EIRA",2016-12-19 14:47:04,"Cargo EIRA",119,139987,1391.67994842163,120
57.98357,12.12594,"Cargo","EKEN",2016-12-15 05:57:08,"Cargo EKEN",117,140851,NA,NA
57.99507,12.12761,"Cargo","EKEN",2016-12-15 05:55:08,"Cargo EKEN",117,140852,1283.96129716638,120
54.68555,20.23076,"Cargo","EMILIA",2016-12-16 03:11:03,"Cargo EMILIA",120,141686,NA,NA
